paragraph	chapter	sentences
180	III	--C'est une plaisanterie!
181	III	--Un bon Anglais ne plaisante jamais, quand il s'agit d'une chose aussi sérieuse qu'un pari, répondit Phileas Fogg.
181	III	Je parie vingt mille livres contre qui voudra que je ferai le tour de la terre en quatre-vingts jours ou moins, soit dix-neuf cent vingt heures ou cent quinze mille deux cents minutes.
181	III	Acceptez-vous?
182	III	--Nous acceptons, répondirent MM.
182	III	Stuart, Fallentin, Sullivan, Flanagan et Ralph, après s'être entendus.
183	III	--Bien, dit Mr.
183	III	Fogg.
183	III	Le train de Douvres part à huit heures quarante-cinq.
183	III	Je le prendrai.
184	III	--Ce soir même?
184	III	demanda Stuart.
185	III	--Ce soir même, répondit Phileas Fogg.
185	III	Donc, ajouta-t-il en consultant un calendrier de poche, puisque c'est aujourd'hui mercredi 2 octobre, je devrai être de retour à Londres, dans ce salon même du Reform-Club, le samedi 21 décembre, à huit heures quarante-cinq du soir, faute de quoi les vingt mille livres déposées actuellement à mon crédit chez Baring frères vous appartiendront de fait et de droit, messieurs.--Voici un chèque de pareille somme.»
186	III	Un procès-verbal du pari fut fait et signé sur-le-champ par les six co-intéressés.
186	III	Phileas Fogg était demeuré froid.
186	III	Il n'avait certainement pas parié pour gagner, et n'avait engagé ces vingt mille livres--la moitié de sa fortune--que parce qu'il prévoyait qu'il pourrait avoir à dépenser l'autre pour mener à bien ce difficile, pour ne pas dire inexécutable projet.
186	III	Quant à ses adversaires, eux, ils paraissaient émus, non pas à cause de la valeur de l'enjeu, mais parce qu'ils se faisaient une sorte de scrupule de lutter dans ces conditions.
187	III	Sept heures sonnaient alors.
187	III	On offrit à Mr.
187	III	Fogg de suspendre le whist afin qu'il pût faire ses préparatifs de départ.
188	III	«Je suis toujours prêt!»
188	III	répondit cet impassible gentleman, et donnant les cartes:
189	III	«Je retourne carreau, dit-il.
189	III	À vous de jouer, monsieur Stuart.»
190	IV	IV
191	IV	DANS LEQUEL PHILEAS FOGG STUPEFIE PASSEPARTOUT, SON DOMESTIQUE
192	IV	À sept heures vingt-cinq, Phileas Fogg, après avoir gagné une vingtaine de guinées au whist, prit congé de ses honorables collègues, et quitta le Reform-Club.
192	IV	À sept heures cinquante, il ouvrait la porte de sa maison et rentrait chez lui.
193	IV	Passepartout, qui avait consciencieusement étudié son programme, fut assez surpris en voyant Mr.
193	IV	Fogg, coupable d'inexactitude, apparaître à cette heure insolite.
193	IV	Suivant la notice, le locataire de Saville-row ne devait rentrer qu'à minuit précis.
194	IV	Phileas Fogg était tout d'abord monté à sa chambre, puis il appela:
195	IV	«Passepartout.»
196	IV	Passepartout ne répondit pas.
196	IV	Cet appel ne pouvait s'adresser à lui.
196	IV	Ce n'était pas l'heure.
197	IV	«Passepartout», reprit Mr.
197	IV	Fogg sans élever la voix davantage.
198	IV	Passepartout se montra.
199	IV	«C'est la deuxième fois que je vous appelle, dit Mr.
199	IV	Fogg.
200	IV	--Mais il n'est pas minuit, répondit Passepartout, sa montre à la main.
201	IV	--Je le sais, reprit Phileas Fogg, et je ne vous fais pas de reproche.
201	IV	Nous partons dans dix minutes pour Douvres et Calais.»
202	IV	Une sorte de grimace s'ébaucha sur la ronde face du Français.
202	IV	Il était évident qu'il avait mal entendu.
203	IV	«Monsieur se déplace?
203	IV	demanda-t-il.
204	IV	--Oui, répondit Phileas Fogg.
204	IV	Nous allons faire le tour du monde.»
205	IV	Passepartout, l'oeil démesurément ouvert, la paupière et le sourcil surélevés, les bras détendus, le corps affaissé, présentait alors tous les symptômes de l'étonnement poussé jusqu'à la stupeur.
206	IV	«Le tour du monde!
206	IV	murmura-t-il.
207	IV	--En quatre-vingts jours, répondit Mr.
207	IV	Fogg.
207	IV	Ainsi, nous n'avons pas un instant à perdre.
208	IV	--Mais les malles?... dit Passepartout, qui balançait inconsciemment sa tête de droite et de gauche.
209	IV	--Pas de malles.
209	IV	Un sac de nuit seulement.
209	IV	Dedans, deux chemises de laine, trois paires de bas.
209	IV	Autant pour vous.
209	IV	Nous achèterons en route.
209	IV	Vous descendrez mon mackintosh et ma couverture de voyage.
209	IV	Ayez de bonnes chaussures.
209	IV	D'ailleurs, nous marcherons peu ou pas.
209	IV	Allez.»
210	IV	Passepartout aurait voulu répondre.
210	IV	Il ne put.
210	IV	Il quitta la chambre de Mr.
210	IV	Fogg, monta dans la sienne, tomba sur une chaise, et employant une phrase assez vulgaire de son pays:
211	IV	«Ah!
211	IV	bien se dit-il, elle est forte, celle-là!
211	IV	Moi qui voulais rester tranquille!...»
212	IV	Et, machinalement, il fit ses préparatifs de départ.
212	IV	Le tour du monde en quatre-vingts jours!
212	IV	Avait-il affaire à un fou?
212	IV	Non...
212	IV	C'était une plaisanterie?
212	IV	On allait à Douvres, bien.
212	IV	À Calais, soit.
212	IV	Après tout, cela ne pouvait notablement contrarier le brave garçon, qui, depuis cinq ans, n'avait pas foulé le sol de la patrie.
212	IV	Peut-être même irait-on jusqu'à Paris, et, ma foi, il reverrait avec plaisir la grande capitale.
212	IV	Mais, certainement, un gentleman aussi ménager de ses pas s'arrêterait là...
212	IV	Oui, sans doute, mais il n'en était pas moins vrai qu'il partait, qu'il se déplaçait, ce gentleman, si casanier jusqu'alors!
213	IV	À huit heures, Passepartout avait préparé le modeste sac qui contenait sa garde-robe et celle de son maître; puis, l'esprit encore troublé, il quitta sa chambre, dont il ferma soigneusement la porte, et il rejoignit Mr.
213	IV	Fogg.
214	IV	Mr.
214	IV	Fogg était prêt.
214	IV	Il portait sous son bras le _Bradshaw's continental railway steam transit and general guide_, qui devait lui fournir toutes les indications nécessaires à son voyage.
214	IV	Il prit le sac des mains de Passepartout, l'ouvrit et y glissa une forte liasse de ces belles bank-notes qui ont cours dans tous les pays.
215	IV	«Vous n'avez rien oublié?
215	IV	demanda-t-il.
216	IV	--Rien, monsieur.
217	IV	--Mon mackintosh et ma couverture?
218	IV	--Les voici.
219	IV	--Bien, prenez ce sac.»
220	IV	Mr.
220	IV	Fogg remit le sac à Passepartout.
221	IV	«Et ayez-en soin, ajouta-t-il.
221	IV	Il y a vingt mille livres dedans (500 000 F).»
222	IV	Le sac faillit s'échapper des mains de Passepartout, comme si les vingt mille livres eussent été en or et pesé considérablement.
223	IV	Le maître et le domestique descendirent alors, et la porte de la rue fut fermée à double tour.
224	IV	Une station de voitures se trouvait à l'extrémité de Saville-row.
224	IV	Phileas Fogg et son domestique montèrent dans un cab, qui se dirigea rapidement vers la gare de Charing-Cross, à laquelle aboutit un des embranchements du South-Eastern-railway.
225	IV	À huit heures vingt, le cab s'arrêta devant la grille de la gare.
225	IV	Passepartout sauta à terre.
225	IV	Son maître le suivit et paya le cocher.
226	IV	En ce moment, une pauvre mendiante, tenant un enfant à la main, pieds nus dans la boue, coiffée d'un chapeau dépenaillé auquel pendait une plume lamentable, un châle en loques sur ses haillons, s'approcha de Mr.
226	IV	Fogg et lui demanda l'aumône.
227	IV	Mr.
227	IV	Fogg tira de sa poche les vingt guinées qu'il venait de gagner au whist, et, les présentant à la mendiante:
228	IV	«Tenez, ma brave femme, dit-il, je suis content de vous avoir rencontrée!»
229	IV	Puis il passa.
230	IV	Passepartout eut comme une sensation d'humidité autour de la prunelle.
230	IV	Son maître avait fait un pas dans son coeur.
231	IV	Mr.
231	IV	Fogg et lui entrèrent aussitôt dans la grande salle de la gare.
231	IV	Là, Phileas Fogg donna à Passepartout l'ordre de prendre deux billets de première classe pour Paris.
231	IV	Puis, se retournant, il aperçut ses cinq collègues du Reform-Club.
232	IV	«Messieurs, je pars, dit-il, et les divers visas apposés sur un passeport que j'emporte à cet effet vous permettront, au retour, de contrôler mon itinéraire.
233	IV	--Oh!
233	IV	monsieur Fogg, répondit poliment Gauthier Ralph, c'est inutile.
233	IV	Nous nous en rapporterons à votre honneur de gentleman!
234	IV	--Cela vaut mieux ainsi, dit Mr.
234	IV	Fogg.
235	IV	--Vous n'oubliez pas que vous devez être revenu?... fit observer Andrew Stuart.
236	IV	--Dans quatre-vingts jours, répondit Mr.
236	IV	Fogg, le samedi 21 décembre 1872, à huit heures quarante-cinq minutes du soir.
236	IV	Au revoir, messieurs.»
237	IV	À huit heures quarante, Phileas Fogg et son domestique prirent place dans le même compartiment.
237	IV	À huit heures quarante-cinq, un coup de sifflet retentit, et le train se mit en marche.
238	IV	La nuit était noire.
238	IV	Il tombait une pluie fine.
238	IV	Phileas Fogg, accoté dans son coin, ne parlait pas.
238	IV	Passepartout, encore abasourdi, pressait machinalement contre lui le sac aux bank-notes.
239	IV	Mais le train n'avait pas dépassé Sydenham, que Passepartout poussait un véritable cri de désespoir!
240	IV	«Qu'avez-vous?
240	IV	demanda Mr.
240	IV	Fogg.
241	IV	--Il y a... que... dans ma précipitation... mon trouble... j'ai oublié...
242	IV	--Quoi?
243	IV	--D'éteindre le bec de gaz de ma chambre!
244	IV	--Eh bien, mon garçon, répondit froidement Mr.
244	IV	Fogg, il brûle à votre compte!»
245	V	V
246	V	DANS LEQUEL UNE NOUVELLE VALEUR APPARAÎT SUR LA PLACE DE LONDRES
247	V	Phileas Fogg, en quittant Londres, ne se doutait guère, sans doute, du grand retentissement qu'allait provoquer son départ.
247	V	La nouvelle du pari se répandit d'abord dans le Reform-Club, et produisit une véritable émotion parmi les membres de l'honorable cercle.
247	V	Puis, du club, cette émotion passa aux journaux par la voie des reporters, et des journaux au public de Londres et de tout le Royaume-Uni.
248	V	Cette «question du tour du monde» fut commentée, discutée, disséquée, avec autant de passion et d'ardeur que s'il se fût agi d'une nouvelle affaire de l'_Alabama_.
248	V	Les uns prirent parti pour Phileas Fogg, les autres--et ils formèrent bientôt une majorité considérable--se prononcèrent contre lui.
248	V	Ce tour du monde à accomplir, autrement qu'en théorie et sur le papier, dans ce minimum de temps, avec les moyens de communication actuellement en usage, ce n'était pas seulement impossible, c'était insensé!
249	V	Le _Times_, le _Standard_, l'_Evening Star_, le _Morning Chronicle_, et vingt autres journaux de grande publicité, se déclarèrent contre Mr.
249	V	Fogg.
249	V	Seul, le _Daily Telegraph_ le soutint dans une certaine mesure.
249	V	Phileas Fogg fut généralement traité de maniaque, de fou, et ses collègues du Reform-Club furent blâmés d'avoir tenu ce pari, qui accusait un affaiblissement dans les facultés mentales de son auteur.
250	V	Des articles extrêmement passionnés, mais logiques, parurent sur la question.
250	V	On sait l'intérêt que l'on porte en Angleterre à tout ce qui touche à la géographie.
250	V	Aussi n'était-il pas un lecteur, à quelque classe qu'il appartînt, qui ne dévorât les colonnes consacrées au cas de Phileas Fogg.
251	V	Pendant les premiers jours, quelques esprits audacieux--les femmes principalement--furent pour lui, surtout quand l'_Illustrated London News_ eut publié son portrait d'après sa photographie déposée aux archives du Reform-Club.
251	V	Certains gentlemen osaient dire: «Hé!
251	V	hé!
251	V	pourquoi pas, après tout?
251	V	On a vu des choses plus extraordinaires!»
251	V	C'étaient surtout les lecteurs du _Daily Telegraph_.
251	V	Mais on sentit bientôt que ce journal lui-même commençait à faiblir.
252	V	En effet, un long article parut le 7 octobre dans le Bulletin de la Société royale de géographie.
252	V	Il traita la question à tous les points de vue, et démontra clairement la folie de l'entreprise.
252	V	D'après cet article, tout était contre le voyageur, obstacles de l'homme, obstacles de la nature.
252	V	Pour réussir dans ce projet, il fallait admettre une concordance miraculeuse des heures de départ et d'arrivée, concordance qui n'existait pas, qui ne pouvait pas exister.
252	V	À la rigueur, et en Europe, où il s'agit de parcours d'une longueur relativement médiocre, on peut compter sur l'arrivée des trains à heure fixe; mais quand ils emploient trois jours à traverser l'Inde, sept jours à traverser les États-Unis, pouvait-on fonder sur leur exactitude les éléments d'un tel problème?
252	V	Et les accidents de machine, les déraillements, les rencontres, la mauvaise saison, l'accumulation des neiges, est-ce que tout n'était pas contre Phileas Fogg?
252	V	Sur les paquebots, ne se trouverait-il pas, pendant l'hiver, à la merci des coups de vent ou des brouillards?
252	V	Est-il donc si rare que les meilleurs marcheurs des lignes transocéaniennes éprouvent des retards de deux ou trois jours?
252	V	Or, il suffisait d'un retard, un seul, pour que la chaîne de communications fût irréparablement brisée.
